what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1437227767091
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1437227779400
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1437227779433
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1437227793793
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1437227797353
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1437227849992
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1437227854778
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1437227854816
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1437227868771
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1437227988737
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1437228002483
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1437228023000
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1437228027207
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1437228027234
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1437228045585
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1437228184925
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1437228187249
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1437228194378
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1437228200306
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1437228205719
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1437228205735
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1437228212521
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1437228215625
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1437228227419
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1437228231023
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1437228238620
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1437228240055
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1437228241521
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1437228245905
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1437228245936
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1437228251131
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1437228255359
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1437228266294
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1437228338632
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1437228358553
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1437228383684
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1437228389082
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1437228390439
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1437228394589
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1437228394620
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1437228395915
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1437228411023
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1437228421430
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1437228440353
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1437228441989
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1437228446970
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1437228516507
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1437228520405
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1437228520435
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1437228522200
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1437228627110
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1437228640183
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1437228652601
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1437228652634
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1437228656488
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1437228658827
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1437228670533
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1437228671568
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1437228709676
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1437228714720
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1437228714749
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1437228716521
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1437228719236
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1437228722137
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1437228726779
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1437228726804
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1437228729364
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1437228732586
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1437228734908
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1437228737991
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1437228738018
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1437228739563
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1437228742100
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1437228744062
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1437228759965
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1437228760001
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1437228777652
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1437228793082
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1437228803557
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1437228824053
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1437228824086
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1437228827283
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1437228830469
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1437228845832
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1437228854353
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1437228857114
